区块	proto	备注
cmd_scene	BackMyWorldReq	BackMyWorldReq
cmd_scene	BackMyWorldRsp	BackMyWorldRsp
cmd_scene	SeeMonsterReq	SeeMonsterReq
cmd_scene	SeeMonsterRsp	SeeMonsterRsp
cmd_scene	AddSeenMonsterNotify	AddSeenMonsterNotify
cmd_scene	AllSeenMonsterNotify	AllSeenMonsterNotify
cmd_scene	SceneTimeNotify	SceneTimeNotify
cmd_scene	EnterSceneReadyReq	EnterSceneReadyReq
cmd_scene	EnterSceneReadyRsp	EnterSceneReadyRsp
cmd_scene	EnterScenePeerNotify	EnterScenePeerNotify
cmd_scene	EnterSceneDoneReq	EnterSceneDoneReq
cmd_scene	EnterSceneDoneRsp	EnterSceneDoneRsp
cmd_scene	WorldPlayerDieNotify	WorldPlayerDieNotify
cmd_scene	WorldPlayerReviveReq	WorldPlayerReviveReq
cmd_scene	WorldPlayerReviveRsp	WorldPlayerReviveRsp
cmd_scene	JoinPlayerFailNotify	JoinPlayerFailNotify
cmd_scene	SetSceneWeatherAreaReq	SetSceneWeatherAreaReq
cmd_scene	SetSceneWeatherAreaRsp	SetSceneWeatherAreaRsp
cmd_scene	ExecuteGadgetLuaReq	ExecuteGadgetLuaReq
cmd_scene	ExecuteGadgetLuaRsp	ExecuteGadgetLuaRsp
cmd_scene	CutSceneBeginNotify	CutSceneBeginNotify
cmd_scene	CutSceneFinishNotify	CutSceneFinishNotify
cmd_scene	CutSceneEndNotify	CutSceneEndNotify
cmd_scene	ClientScriptEventNotify	ClientScriptEventNotify
cmd_scene	SceneEntitiesMovesReq	SceneEntitiesMovesReq
cmd_scene	SceneEntitiesMovesRsp	SceneEntitiesMovesRsp
cmd_scene	SceneEntitiesMoveCombineNotify	SceneEntitiesMoveCombineNotify
cmd_scene	UnlockTransPointReq	UnlockTransPointReq
cmd_scene	UnlockTransPointRsp	UnlockTransPointRsp
cmd_scene	SceneWeatherForcastReq	SceneWeatherForcastReq
cmd_scene	SceneWeatherForcastRsp	SceneWeatherForcastRsp
cmd_scene	MarkMapReq	MarkMapReq
cmd_scene	MarkMapRsp	MarkMapRsp
cmd_scene	AllMarkPointNotify	AllMarkPointNotify
cmd_scene	WorldDataNotify	WorldDataNotify
cmd_scene	EntityMoveRoomNotify	EntityMoveRoomNotify
cmd_scene	WorldPlayerInfoNotify	WorldPlayerInfoNotify
cmd_scene	PostEnterSceneReq	PostEnterSceneReq
cmd_scene	PostEnterSceneRsp	PostEnterSceneRsp
cmd_scene	PlayerChatReq	PlayerChatReq
cmd_scene	PlayerChatRsp	PlayerChatRsp
cmd_scene	PlayerChatNotify	PlayerChatNotify
cmd_scene	PlayerChatCDNotify	PlayerChatCDNotify
cmd_scene	ChatHistoryNotify	ChatHistoryNotify
cmd_scene	SceneDataNotify	SceneDataNotify
cmd_scene	DungeonEntryToBeExploreNotify	DungeonEntryToBeExploreNotify
cmd_scene	GetDungeonEntryExploreConditionReq	GetDungeonEntryExploreConditionReq
cmd_scene	GetDungeonEntryExploreConditionRsp	GetDungeonEntryExploreConditionRsp
cmd_scene	UnfreezeGroupLimitNotify	UnfreezeGroupLimitNotify
cmd_scene	SetEntityClientDataNotify	SetEntityClientDataNotify
cmd_scene	GroupSuiteNotify	GroupSuiteNotify
cmd_scene	GroupUnloadNotify	GroupUnloadNotify
cmd_scene	MonsterAIConfigHashNotify	MonsterAIConfigHashNotify
cmd_scene	ShowTemplateReminderNotify	ShowTemplateReminderNotify
cmd_scene	ShowCommonTipsNotify	ShowCommonTipsNotify
cmd_scene	CloseCommonTipsNotify	CloseCommonTipsNotify
cmd_scene	ChangeWorldToSingleModeNotify	ChangeWorldToSingleModeNotify
cmd_scene	SyncScenePlayTeamEntityNotify	SyncScenePlayTeamEntityNotify
cmd_scene	DelScenePlayTeamEntityNotify	DelScenePlayTeamEntityNotify
cmd_scene	PlayerEyePointStateNotify	PlayerEyePointStateNotify
cmd_scene	GetMapMarkTipsReq	GetMapMarkTipsReq
cmd_scene	GetMapMarkTipsRsp	GetMapMarkTipsRsp
cmd_scene	ChangeWorldToSingleModeReq	ChangeWorldToSingleModeReq
cmd_scene	ChangeWorldToSingleModeRsp	ChangeWorldToSingleModeRsp
cmd_scene	GetWorldMpInfoReq	GetWorldMpInfoReq
cmd_scene	GetWorldMpInfoRsp	GetWorldMpInfoRsp
cmd_scene	EntityConfigHashNotify	EntityConfigHashNotify
cmd_scene	ForceDragAvatarNotify	ForceDragAvatarNotify
cmd_scene	MonsterPointArrayRouteUpdateNotify	MonsterPointArrayRouteUpdateNotify
cmd_scene	ForceDragBackTransferNotify	ForceDragBackTransferNotify
cmd_scene	GetScenePerformanceReq	GetScenePerformanceReq
cmd_scene	GetScenePerformanceRsp	GetScenePerformanceRsp
cmd_scene	SceneAudioNotify	SceneAudioNotify
cmd_scene	HitTreeNotify	HitTreeNotify
cmd_scene	EntityTagChangeNotify	EntityTagChangeNotify
cmd_scene	AvatarFollowRouteNotify	AvatarFollowRouteNotify
cmd_scene	SceneEntityUpdateNotify	SceneEntityUpdateNotify
cmd_scene	ClientHashDebugNotify	ClientHashDebugNotify
cmd_scene	PlayerWorldSceneInfoListNotify	PlayerWorldSceneInfoListNotify
cmd_scene	LuaEnvironmentEffectNotify	LuaEnvironmentEffectNotify
cmd_scene	ClientLoadingCostumeVerificationNotify	ClientLoadingCostumeVerificationNotify
cmd_scene	ShowClientGuideNotify	ShowClientGuideNotify
cmd_scene	ShowClientTutorialNotify	ShowClientTutorialNotify
cmd_scene	GetMapAreaReq	GetMapAreaReq
cmd_scene	GetMapAreaRsp	GetMapAreaRsp
cmd_scene	MapAreaChangeNotify	MapAreaChangeNotify
cmd_scene	LeaveWorldNotify	LeaveWorldNotify
cmd_scene	GuestBeginEnterSceneNotify	GuestBeginEnterSceneNotify
cmd_scene	GuestPostEnterSceneNotify	GuestPostEnterSceneNotify
cmd_scene	LevelTagDataNotify	LevelTagDataNotify
cmd_scene	StopReminderNotify	StopReminderNotify
cmd_scene	AreaPlayInfoNotify	AreaPlayInfoNotify
cmd_scene	CheckGroupReplacedReq	CheckGroupReplacedReq
cmd_scene	CheckGroupReplacedRsp	CheckGroupReplacedRsp
cmd_scene	DeathZoneObserveNotify	DeathZoneObserveNotify
cmd_scene	WorldChestOpenNotify	WorldChestOpenNotify
cmd_scene	WidgetQuickHitTreeReq	WidgetQuickHitTreeReq
cmd_scene	WidgetQuickHitTreeRsp	WidgetQuickHitTreeRsp
cmd_scene	BeginCameraSceneLookWithTemplateNotify	BeginCameraSceneLookWithTemplateNotify
cmd_scene	RefreshEntityAuthNotify	RefreshEntityAuthNotify
cmd_scene	ScenePlayerBackgroundAvatarRefreshNotify	ScenePlayerBackgroundAvatarRefreshNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_scene_play	ScenePlayBattleInfoNotify	ScenePlayBattleInfoNotify
cmd_scene_play	ScenePlayOwnerCheckReq	ScenePlayOwnerCheckReq
cmd_scene_play	ScenePlayOwnerCheckRsp	ScenePlayOwnerCheckRsp
cmd_scene_play	ScenePlayOwnerStartInviteReq	ScenePlayOwnerStartInviteReq
cmd_scene_play	ScenePlayOwnerStartInviteRsp	ScenePlayOwnerStartInviteRsp
cmd_scene_play	ScenePlayOwnerInviteNotify	ScenePlayOwnerInviteNotify
cmd_scene_play	ScenePlayGuestReplyInviteReq	ScenePlayGuestReplyInviteReq
cmd_scene_play	ScenePlayGuestReplyInviteRsp	ScenePlayGuestReplyInviteRsp
cmd_scene_play	ScenePlayGuestReplyNotify	ScenePlayGuestReplyNotify
cmd_scene_play	ScenePlayInviteResultNotify	ScenePlayInviteResultNotify
cmd_scene_play	ScenePlayInfoListNotify	ScenePlayInfoListNotify
cmd_scene_play	ScenePlayBattleInterruptNotify	ScenePlayBattleInterruptNotify
cmd_scene_play	ScenePlayBattleResultNotify	ScenePlayBattleResultNotify
cmd_scene_play	ScenePlayBattleUidOpNotify	ScenePlayBattleUidOpNotify
cmd_scene_play	ScenePlayBattleInfoListNotify	ScenePlayBattleInfoListNotify
cmd_scene_play	ScenePlayOutofRegionNotify	ScenePlayOutofRegionNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_share_cd	AllShareCDDataNotify	AllShareCDDataNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_shop	GetShopReq	GetShopReq
cmd_shop	GetShopRsp	GetShopRsp
cmd_shop	BuyGoodsReq	BuyGoodsReq
cmd_shop	BuyGoodsRsp	BuyGoodsRsp
cmd_shop	GetShopmallDataReq	GetShopmallDataReq
cmd_shop	GetShopmallDataRsp	GetShopmallDataRsp
cmd_shop	GetActivityShopSheetInfoReq	GetActivityShopSheetInfoReq
cmd_shop	GetActivityShopSheetInfoRsp	GetActivityShopSheetInfoRsp
cmd_shop	BatchBuyGoodsReq	BatchBuyGoodsReq
cmd_shop	BatchBuyGoodsRsp	BatchBuyGoodsRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_sign_in	OpActivityStateNotify	OpActivityStateNotify
cmd_sign_in	SignInInfoReq	SignInInfoReq
cmd_sign_in	SignInInfoRsp	SignInInfoRsp
cmd_sign_in	GetSignInRewardReq	GetSignInRewardReq
cmd_sign_in	GetSignInRewardRsp	GetSignInRewardRsp
cmd_sign_in	BonusActivityUpdateNotify	BonusActivityUpdateNotify
cmd_sign_in	BonusActivityInfoReq	BonusActivityInfoReq
cmd_sign_in	BonusActivityInfoRsp	BonusActivityInfoRsp
cmd_sign_in	GetBonusActivityRewardReq	GetBonusActivityRewardReq
cmd_sign_in	GetBonusActivityRewardRsp	GetBonusActivityRewardRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_skill	UnlockAvatarTalentReq	UnlockAvatarTalentReq
cmd_skill	UnlockAvatarTalentRsp	UnlockAvatarTalentRsp
cmd_skill	AvatarUnlockTalentNotify	AvatarUnlockTalentNotify
cmd_skill	AvatarSkillDepotChangeNotify	AvatarSkillDepotChangeNotify
cmd_skill	BigTalentPointConvertReq	BigTalentPointConvertReq
cmd_skill	BigTalentPointConvertRsp	BigTalentPointConvertRsp
cmd_skill	AvatarSkillMaxChargeCountNotify	AvatarSkillMaxChargeCountNotify
cmd_skill	AvatarSkillInfoNotify	AvatarSkillInfoNotify
cmd_skill	ProudSkillUpgradeReq	ProudSkillUpgradeReq
cmd_skill	ProudSkillUpgradeRsp	ProudSkillUpgradeRsp
cmd_skill	ProudSkillChangeNotify	ProudSkillChangeNotify
cmd_skill	AvatarSkillUpgradeReq	AvatarSkillUpgradeReq
cmd_skill	AvatarSkillUpgradeRsp	AvatarSkillUpgradeRsp
cmd_skill	AvatarSkillChangeNotify	AvatarSkillChangeNotify
cmd_skill	ProudSkillExtraLevelNotify	ProudSkillExtraLevelNotify
cmd_skill	CanUseSkillNotify	CanUseSkillNotify
cmd_skill	TeamResonanceChangeNotify	TeamResonanceChangeNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_social	GetPlayerFriendListReq	GetPlayerFriendListReq
cmd_social	GetPlayerFriendListRsp	GetPlayerFriendListRsp
cmd_social	AskAddFriendReq	AskAddFriendReq
cmd_social	AskAddFriendRsp	AskAddFriendRsp
cmd_social	DealAddFriendReq	DealAddFriendReq
cmd_social	DealAddFriendRsp	DealAddFriendRsp
cmd_social	GetPlayerSocialDetailReq	GetPlayerSocialDetailReq
cmd_social	GetPlayerSocialDetailRsp	GetPlayerSocialDetailRsp
cmd_social	DeleteFriendReq	DeleteFriendReq
cmd_social	DeleteFriendRsp	DeleteFriendRsp
cmd_social	SetPlayerBirthdayReq	SetPlayerBirthdayReq
cmd_social	SetPlayerBirthdayRsp	SetPlayerBirthdayRsp
cmd_social	SetPlayerSignatureReq	SetPlayerSignatureReq
cmd_social	SetPlayerSignatureRsp	SetPlayerSignatureRsp
cmd_social	SetPlayerHeadImageReq	SetPlayerHeadImageReq
cmd_social	SetPlayerHeadImageRsp	SetPlayerHeadImageRsp
cmd_social	UpdatePS4FriendListNotify	UpdatePS4FriendListNotify
cmd_social	DeleteFriendNotify	DeleteFriendNotify
cmd_social	AddFriendNotify	AddFriendNotify
cmd_social	AskAddFriendNotify	AskAddFriendNotify
cmd_social	SetNameCardReq	SetNameCardReq
cmd_social	SetNameCardRsp	SetNameCardRsp
cmd_social	GetAllUnlockNameCardReq	GetAllUnlockNameCardReq
cmd_social	GetAllUnlockNameCardRsp	GetAllUnlockNameCardRsp
cmd_social	AddBlacklistReq	AddBlacklistReq
cmd_social	AddBlacklistRsp	AddBlacklistRsp
cmd_social	RemoveBlacklistReq	RemoveBlacklistReq
cmd_social	RemoveBlacklistRsp	RemoveBlacklistRsp
cmd_social	UnlockNameCardNotify	UnlockNameCardNotify
cmd_social	GetRecentMpPlayerListReq	GetRecentMpPlayerListReq
cmd_social	GetRecentMpPlayerListRsp	GetRecentMpPlayerListRsp
cmd_social	SocialDataNotify	SocialDataNotify
cmd_social	TakeFirstShareRewardReq	TakeFirstShareRewardReq
cmd_social	TakeFirstShareRewardRsp	TakeFirstShareRewardRsp
cmd_social	UpdatePS4BlockListReq	UpdatePS4BlockListReq
cmd_social	UpdatePS4BlockListRsp	UpdatePS4BlockListRsp
cmd_social	GetPlayerBlacklistReq	GetPlayerBlacklistReq
cmd_social	GetPlayerBlacklistRsp	GetPlayerBlacklistRsp
cmd_social	PlayerReportReq	PlayerReportReq
cmd_social	PlayerReportRsp	PlayerReportRsp
cmd_social	SetFriendRemarkNameReq	SetFriendRemarkNameReq
cmd_social	SetFriendRemarkNameRsp	SetFriendRemarkNameRsp
cmd_social	UpdatePlayerShowAvatarListReq	UpdatePlayerShowAvatarListReq
cmd_social	UpdatePlayerShowAvatarListRsp	UpdatePlayerShowAvatarListRsp
cmd_social	GetFriendShowAvatarInfoReq	GetFriendShowAvatarInfoReq
cmd_social	GetFriendShowAvatarInfoRsp	GetFriendShowAvatarInfoRsp
cmd_social	UpdatePlayerShowNameCardListReq	UpdatePlayerShowNameCardListReq
cmd_social	UpdatePlayerShowNameCardListRsp	UpdatePlayerShowNameCardListRsp
cmd_social	GetFriendShowNameCardInfoReq	GetFriendShowNameCardInfoReq
cmd_social	GetFriendShowNameCardInfoRsp	GetFriendShowNameCardInfoRsp
cmd_social	ForceAddPlayerFriendReq	ForceAddPlayerFriendReq
cmd_social	ForceAddPlayerFriendRsp	ForceAddPlayerFriendRsp
cmd_social	ProfilePictureChangeNotify	ProfilePictureChangeNotify
cmd_social	PSNFriendListNotify	PSNFriendListNotify
cmd_social	PSNBlackListNotify	PSNBlackListNotify
cmd_social	GetPlayerAskFriendListReq	GetPlayerAskFriendListReq
cmd_social	GetPlayerAskFriendListRsp	GetPlayerAskFriendListRsp
cmd_social	GetChatEmojiCollectionReq	GetChatEmojiCollectionReq
cmd_social	GetChatEmojiCollectionRsp	GetChatEmojiCollectionRsp
cmd_social	SetChatEmojiCollectionReq	SetChatEmojiCollectionReq
cmd_social	SetChatEmojiCollectionRsp	SetChatEmojiCollectionRsp
cmd_social	UpdatePS4FriendListReq	UpdatePS4FriendListReq
cmd_social	UpdatePS4FriendListRsp	UpdatePS4FriendListRsp
cmd_social	FriendInfoChangeNotify	FriendInfoChangeNotify
cmd_social	PlayerSignatureAuditDataNotify	PlayerSignatureAuditDataNotify
cmd_social	PlayerSignatureNotify	PlayerSignatureNotify
cmd_social	SignatureAuditConfigNotify	SignatureAuditConfigNotify
cmd_social	ReadSignatureAuditReq	ReadSignatureAuditReq
cmd_social	ReadSignatureAuditRsp	ReadSignatureAuditRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_tothemoon	ToTheMoonQueryPathReq	ToTheMoonQueryPathReq
cmd_tothemoon	ToTheMoonQueryPathRsp	ToTheMoonQueryPathRsp
cmd_tothemoon	ToTheMoonPingNotify	ToTheMoonPingNotify
cmd_tothemoon	ToTheMoonEnterSceneReq	ToTheMoonEnterSceneReq
cmd_tothemoon	ToTheMoonEnterSceneRsp	ToTheMoonEnterSceneRsp
cmd_tothemoon	ToTheMoonAddObstacleReq	ToTheMoonAddObstacleReq
cmd_tothemoon	ToTheMoonAddObstacleRsp	ToTheMoonAddObstacleRsp
cmd_tothemoon	ToTheMoonRemoveObstacleReq	ToTheMoonRemoveObstacleReq
cmd_tothemoon	ToTheMoonRemoveObstacleRsp	ToTheMoonRemoveObstacleRsp
cmd_tothemoon	ToTheMoonObstaclesModifyNotify	ToTheMoonObstaclesModifyNotify
-----------------------------------	-----------------------------------	-----------------------------------
cmd_tower	TowerBriefDataNotify	TowerBriefDataNotify
cmd_tower	TowerFloorRecordChangeNotify	TowerFloorRecordChangeNotify
cmd_tower	TowerCurLevelRecordChangeNotify	TowerCurLevelRecordChangeNotify
cmd_tower	TowerDailyRewardProgressChangeNotify	TowerDailyRewardProgressChangeNotify
cmd_tower	TowerTeamSelectReq	TowerTeamSelectReq
cmd_tower	TowerTeamSelectRsp	TowerTeamSelectRsp
cmd_tower	TowerAllDataReq	TowerAllDataReq
cmd_tower	TowerAllDataRsp	TowerAllDataRsp
cmd_tower	TowerEnterLevelReq	TowerEnterLevelReq
cmd_tower	TowerEnterLevelRsp	TowerEnterLevelRsp
cmd_tower	TowerBuffSelectReq	TowerBuffSelectReq
cmd_tower	TowerBuffSelectRsp	TowerBuffSelectRsp
cmd_tower	TowerSurrenderReq	TowerSurrenderReq
cmd_tower	TowerSurrenderRsp	TowerSurrenderRsp
cmd_tower	TowerGetFloorStarRewardReq	TowerGetFloorStarRewardReq
cmd_tower	TowerGetFloorStarRewardRsp	TowerGetFloorStarRewardRsp
cmd_tower	TowerLevelEndNotify	TowerLevelEndNotify
cmd_tower	TowerLevelStarCondNotify	TowerLevelStarCondNotify
cmd_tower	TowerMiddleLevelChangeTeamNotify	TowerMiddleLevelChangeTeamNotify
cmd_tower	TowerRecordHandbookReq	TowerRecordHandbookReq
cmd_tower	TowerRecordHandbookRsp	TowerRecordHandbookRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_ugc	GetUgcReq	GetUgcReq
cmd_ugc	GetUgcRsp	GetUgcRsp
cmd_ugc	GetUgcBriefInfoReq	GetUgcBriefInfoReq
cmd_ugc	GetUgcBriefInfoRsp	GetUgcBriefInfoRsp
cmd_ugc	SaveUgcReq	SaveUgcReq
cmd_ugc	SaveUgcRsp	SaveUgcRsp
cmd_ugc	PublishUgcReq	PublishUgcReq
cmd_ugc	PublishUgcRsp	PublishUgcRsp
cmd_ugc	CheckUgcUpdateReq	CheckUgcUpdateReq
cmd_ugc	CheckUgcUpdateRsp	CheckUgcUpdateRsp
cmd_ugc	UgcNotify	UgcNotify
cmd_ugc	CheckUgcStateReq	CheckUgcStateReq
cmd_ugc	CheckUgcStateRsp	CheckUgcStateRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_watcher	WatcherAllDataNotify	WatcherAllDataNotify
cmd_watcher	WatcherChangeNotify	WatcherChangeNotify
cmd_watcher	WatcherEventNotify	WatcherEventNotify
cmd_watcher	WatcherEventTypeNotify	WatcherEventTypeNotify
cmd_watcher	WatcherEventStageNotify	WatcherEventStageNotify
cmd_watcher	PushTipsAllDataNotify	PushTipsAllDataNotify
cmd_watcher	PushTipsChangeNotify	PushTipsChangeNotify
cmd_watcher	PushTipsReadFinishReq	PushTipsReadFinishReq
cmd_watcher	PushTipsReadFinishRsp	PushTipsReadFinishRsp
cmd_watcher	GetPushTipsRewardReq	GetPushTipsRewardReq
cmd_watcher	GetPushTipsRewardRsp	GetPushTipsRewardRsp
-----------------------------------	-----------------------------------	-----------------------------------
cmd_widget	AnchorPointDataNotify	AnchorPointDataNotify
cmd_widget	AnchorPointOpReq	AnchorPointOpReq
cmd_widget	AnchorPointOpRsp	AnchorPointOpRsp
cmd_widget	SetUpLunchBoxWidgetReq	SetUpLunchBoxWidgetReq
cmd_widget	SetUpLunchBoxWidgetRsp	SetUpLunchBoxWidgetRsp
cmd_widget	QuickUseWidgetReq	QuickUseWidgetReq
cmd_widget	QuickUseWidgetRsp	QuickUseWidgetRsp
cmd_widget	WidgetCoolDownNotify	WidgetCoolDownNotify
cmd_widget	WidgetReportReq	WidgetReportReq
cmd_widget	WidgetReportRsp	WidgetReportRsp
cmd_widget	ClientCollectorDataNotify	ClientCollectorDataNotify
cmd_widget	OneoffGatherPointDetectorDataNotify	OneoffGatherPointDetectorDataNotify
cmd_widget	SkyCrystalDetectorDataUpdateNotify	SkyCrystalDetectorDataUpdateNotify
cmd_widget	TreasureMapDetectorDataNotify	TreasureMapDetectorDataNotify
cmd_widget	SetWidgetSlotReq	SetWidgetSlotReq
cmd_widget	SetWidgetSlotRsp	SetWidgetSlotRsp
cmd_widget	WidgetSlotChangeNotify	WidgetSlotChangeNotify
cmd_widget	GetWidgetSlotReq	GetWidgetSlotReq
cmd_widget	GetWidgetSlotRsp	GetWidgetSlotRsp
cmd_widget	AllWidgetDataNotify	AllWidgetDataNotify
cmd_widget	UseWidgetCreateGadgetReq	UseWidgetCreateGadgetReq
cmd_widget	UseWidgetCreateGadgetRsp	UseWidgetCreateGadgetRsp
cmd_widget	UseWidgetRetractGadgetReq	UseWidgetRetractGadgetReq
cmd_widget	UseWidgetRetractGadgetRsp	UseWidgetRetractGadgetRsp
cmd_widget	WidgetGadgetAllDataNotify	WidgetGadgetAllDataNotify
cmd_widget	WidgetGadgetDataNotify	WidgetGadgetDataNotify
cmd_widget	WidgetGadgetDestroyNotify	WidgetGadgetDestroyNotify
cmd_widget	WidgetDoBagReq	WidgetDoBagReq
cmd_widget	WidgetDoBagRsp	WidgetDoBagRsp
cmd_widget	WidgetActiveChangeNotify	WidgetActiveChangeNotify
cmd_widget	WidgetUseAttachAbilityGroupChangeNotify	WidgetUseAttachAbilityGroupChangeNotify
cmd_widget	WidgetCaptureAnimalReq	WidgetCaptureAnimalReq
cmd_widget	WidgetCaptureAnimalRsp	WidgetCaptureAnimalRsp
cmd_widget	WidgetUpdateExtraCDReq	WidgetUpdateExtraCDReq
cmd_widget	WidgetUpdateExtraCDRsp	WidgetUpdateExtraCDRsp
cmd_widget	FireworksReformDataNotify	FireworksReformDataNotify
cmd_widget	ReformFireworksReq	ReformFireworksReq
cmd_widget	ReformFireworksRsp	ReformFireworksRsp
cmd_widget	LaunchFireworksReq	LaunchFireworksReq
cmd_widget	LaunchFireworksRsp	LaunchFireworksRsp
cmd_widget	FireworksLaunchDataNotify	FireworksLaunchDataNotify
cmd_widget	ChangeWidgetBackgroundActiveStateReq	ChangeWidgetBackgroundActiveStateReq
cmd_widget	ChangeWidgetBackgroundActiveStateRsp	ChangeWidgetBackgroundActiveStateRsp
cmd_widget	AllWidgetBackgroundActiveStateNotify	AllWidgetBackgroundActiveStateNotify
cmd_widget	RemotePlayerWidgetNotify	RemotePlayerWidgetNotify
cmd_widget	WidgetWeatherWizardDataNotify	WidgetWeatherWizardDataNotify
